alpha,c,z0,z1,q,w,T,l,fpr,cache_cap,mbuf,cache_hit_rate,total_latency
0.18241524307302992,2.082318953378841,0.01,0.01,0.97,0.01,9,1.7247303757702064,0.013245768642821728,51437091.20000002,205748364.8,0.1424430298076811,159178
0.18381501925337032,2.09813879454363,0.49,0.49,0.01,0.01,16,1.3055383602661101,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,27770
0.07446761765012372,0.8532362688866691,0.01,0.97,0.01,0.01,4,3.3291908131018615,0.003134028105931708,177404819.2,76030636.80000001,0.0281925395974839,52258
0.07358123285675319,0.8430311978185951,0.97,0.01,0.01,0.01,16,1.3452963923224333,0.008192549468178961,25593545.600000024,230341910.4,0.1332441073685775,2546
0.4789534659203882,5.152431806866468,0.97,0.01,0.01,0.01,15,1.77959750751308,0.013245768642821728,180029819.2,77155636.80000001,0.423051948051948,2855
0.058669393758583134,0.6713317564877326,0.01,0.49,0.01,0.49,4,2.97242100322523,0.013245768642821728,132508710.6544708,124676745.3455292,0.0092696757571867,37668
0.2022755623104532,2.3053598758478104,0.33,0.33,0.33,0.01,5,2.9420537305929004,0.013245768642821728,185243434.84770903,71942021.15229097,0.2279116385143736,64472
0.06799377769323521,0.7784513086715825,0.01,0.01,0.01,0.97,7,2.4303450235203723,0.02141584712068372,180904819.2,77530636.80000001,0.0025162171578359,32609
0.18355375891721,2.0951261621553763,0.25,0.25,0.25,0.25,2,5.658381626203722,0.003134028105931708,152061273.6,101374182.4,0.159466629993181,52730
0.05900557218050826,0.6751880795551517,0.33,0.33,0.01,0.33,16,1.7415370175027225,0.008192549468178961,179154819.2,76780636.80000001,0.009553824102319,32139
0.4586236909571122,4.972415639104471,0.33,0.33,0.33,0.01,16,1.384895159981275,0.013245768642821728,50794198.54732377,206391257.45267624,0.4648714501505926,44449
0.01875894189307656,0.8931841637506964,0.01,0.49,0.01,0.49,15,1.7243794900483378,0.003134028105931708,163835233.58351737,89600222.41648264,0.0092088611337804,41881
0.16642153874687304,1.9015369686712007,0.01,0.01,0.97,0.01,12,1.6742287472537234,0.003134028105931708,106976771.10912044,146458684.89087957,0.2381727774987443,141768
0.01875894189307656,0.8931841637506964,0.01,0.01,0.49,0.49,4,2.717994602433637,0.003134028105931708,76030636.80000001,177404819.2,0.0757855460967216,81378
0.06727522860306888,0.7701674585311532,0.33,0.01,0.33,0.01,2,5.6655149248164784,0.0019384062174770912,151311273.6,100874182.4,0.1918791743973395,55917
0.057472997961338965,0.6575793002528658,0.33,0.01,0.33,0.01,2,5.6655149248164784,0.0019384062174770912,151311273.6,100874182.4,0.2191996458174484,55605
0.020237175484541698,0.9072835468068364,0.49,0.49,0.01,0.01,16,1.3126193563844086,0.0019384062174770912,2.7998209972679436e-08,252185456.0,0.0,26494
0.14068969877034868,1.6091826695636344,0.33,0.33,0.33,0.01,6,2.070321024214961,0.003134028105931708,44459742.40448424,208975713.59551576,0.2218261504030187,65306
0.48415395579232107,5.206561031335838,0.25,0.25,0.25,0.25,16,1.3913180554530602,0.003134028105931708,50687091.20000002,202748364.8,0.0852776068123922,36231
0.058987057582297525,0.6749874921367162,0.33,0.33,0.33,0.01,16,1.3506201297456712,0.0019384062174770912,25218545.600000024,226966910.4,0.1825480979874158,63156
0.05700510864451143,0.6521901841419626,0.49,0.49,0.01,0.01,16,1.3072956189611706,0.008192549468178961,2.8414543606913867e-08,255935456.0,0.0,22793
0.06776674413350789,0.7758533503059557,0.01,0.49,0.49,0.01,4,2.721561251740015,0.0019384062174770912,75655636.80000001,176529819.2,0.1905720719941075,95627
0.06737533336205193,0.7713451850030066,0.25,0.25,0.25,0.25,3,2.9844872308224857,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,73004
0.2507028623943169,3.065196752079684,0.33,0.33,0.01,0.33,16,1.7415370175027225,0.008192549468178961,179154819.2,76780636.80000001,0.0085232994531011,31399
0.06714378708925212,0.7686883816289304,0.01,0.01,0.49,0.49,3,3.093760339319807,0.003134028105931708,25343545.600000024,228091910.4,0.2186111031219095,81225
0.2503744806740805,3.0623749258925366,0.33,0.33,0.33,0.01,16,1.3470622545904047,0.005067117552663319,25468545.600000024,229216910.4,0.1632521693194157,72449
0.06778901242224383,0.776025385398677,0.01,0.97,0.01,0.01,10,1.5564120110692596,0.008192549468178961,2.8414543606913867e-08,255935456.0,0.0,49645
0.05746265416529232,0.6574602839174647,0.01,0.49,0.01,0.49,4,2.450112673088539,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,40795
0.3418391965423332,3.824530620205485,0.01,0.33,0.33,0.33,13,1.4271835435665414,0.02141584712068372,15362731.129163912,243072724.87083608,0.0590011538230671,67747
0.48247977222981026,5.191193923760277,0.01,0.49,0.01,0.49,16,1.3506201297456712,0.0019384062174770912,25218545.600000024,226966910.4,0.0377269926732001,31050
0.47640169949399713,5.12624023007328,0.01,0.33,0.33,0.33,16,1.3895435049509828,0.005067117552663319,50937091.20000002,203748364.8,0.1018520979585075,55574
0.07446761765012372,0.8532362688866691,0.01,0.97,0.01,0.01,3,4.093760339319806,0.003134028105931708,177404819.2,76030636.80000001,0.0298016113661959,41885
0.05862583552698426,0.6708521589332092,0.33,0.01,0.33,0.01,14,1.7014779544475864,0.008192549468178961,149274938.2280509,106660517.77194914,0.0462675836844347,67240
0.07415622433246227,0.8496556667759895,0.01,0.01,0.01,0.97,2,6.0522284396221275,0.013245768642821728,180029819.2,77155636.80000001,0.0052083799512726,22946
0.18328515598641099,2.0921889251208925,0.01,0.33,0.33,0.33,4,2.5367095627412835,0.003134028105931708,25343545.600000024,228091910.4,0.0684733722261514,66595
0.05790843489060279,0.662608461825224,0.33,0.33,0.01,0.33,16,1.3126193563844086,0.0019384062174770912,2.7998209972679436e-08,252185456.0,0.0,32820
0.06734135471810963,0.7709546244053377,0.49,0.49,0.01,0.01,16,1.3037896217142202,0.02141584712068372,2.869209936307016e-08,258435456.0,0.0,29431
0.06754173008965568,0.7732576218208063,0.25,0.25,0.25,0.25,4,2.6110767205322203,0.013245768642821728,51437091.20000002,205748364.8,0.0809991230642442,57490
0.4803519549453417,5.168197018673893,0.49,0.01,0.49,0.01,4,2.717994602433637,0.003134028105931708,76030636.80000001,177404819.2,0.4732912308400763,42134
0.06719660730273712,0.7693302864692589,0.01,0.49,0.01,0.49,4,2.450112673088539,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,42857
0.06761734708200488,0.7741065073876244,0.49,0.01,0.49,0.01,15,1.4228312302630497,0.003134028105931708,50687091.20000002,202748364.8,0.1537403443103798,67104
0.08647383582322667,0.9903950642046486,0.33,0.01,0.33,0.01,2,5.362768990940445,0.003134028105931708,129008168.1485875,124427287.8514125,0.1739932517481436,54969
0.07415622433246227,0.8496556667759895,0.01,0.01,0.01,0.97,2,4.329355329308051,0.005067117552663319,2.827576572883572e-08,254685456.0,0.0,16112
0.1836589480650988,2.0964160832182377,0.01,0.49,0.49,0.01,4,2.464274665325136,0.0019384062174770912,2.7998209972679436e-08,252185456.0,0.0,126872
0.0754483152033341,0.8645441605750563,0.49,0.01,0.01,0.49,15,1.7850214336102834,0.003134028105931708,177404819.2,76030636.80000001,0.0052117070479389,20626
0.1824907173718844,2.083238801897108,0.33,0.01,0.33,0.01,7,2.4328366764825966,0.013245768642821728,180029819.2,77155636.80000001,0.0805884508727203,55669
0.06599695864588281,0.7554502649040802,0.01,0.49,0.01,0.49,4,2.450112673088539,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,34640
0.057710165487980254,0.660288132786273,0.25,0.25,0.25,0.25,3,2.9844872308224857,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,69540
0.057200268498730854,0.6544367940045034,0.25,0.25,0.25,0.25,2,5.329355329308051,0.005067117552663319,127342728.0,127342728.0,0.1525701623108347,54896
0.05816150969021595,0.6654552915124919,0.01,0.97,0.01,0.01,5,2.2417494082004064,0.013245768642821728,35123403.28591974,222062052.71408027,0.0154496698638969,49868
0.18326231970367146,2.091592634450612,0.01,0.01,0.49,0.49,3,3.093760339319807,0.003134028105931708,25343545.600000024,228091910.4,0.1975454128972076,78003
0.18336124061843678,2.0926476112789882,0.49,0.01,0.01,0.49,16,1.3090614812291423,0.005067117552663319,2.827576572883572e-08,254685456.0,0.0,24822
0.020168602557464527,0.906631506032,0.25,0.25,0.25,0.25,3,3.504654416439932,0.02141584712068372,113203032.31912383,145232423.68087617,0.1544918885058973,59189
0.2503744806740805,3.0623749258925366,0.33,0.33,0.33,0.01,16,1.3913180554530602,0.003134028105931708,50687091.20000002,202748364.8,0.1551366756054722,69192
0.05835524756551135,0.66769297660572,0.49,0.01,0.01,0.49,4,2.4504600074608383,0.013245768642821728,123806.96330215524,257061649.03669783,0.0026980983385202,17055
0.020237175484541698,0.9072835468068364,0.49,0.49,0.01,0.01,16,1.3108360317312198,0.003134028105931708,2.8136987850757578e-08,253435456.0,0.0,26060
0.06678406532413965,0.7644793067156286,0.49,0.01,0.01,0.49,15,1.77959750751308,0.013245768642821728,180029819.2,77155636.80000001,0.0072477169052752,21558
0.07446761765012372,0.8532362688866691,0.01,0.49,0.49,0.01,4,2.71091377689354,0.008192549468178961,76780636.80000001,179154819.2,0.1703695864428073,89285
0.19378016794108954,2.210084293867895,0.49,0.01,0.49,0.01,4,2.46558955493868,0.003134028105931708,1709271.0036746997,251726184.9963253,0.2040364432821772,75200
0.07446761765012372,0.8532362688866691,0.01,0.01,0.97,0.01,7,1.9312939419192643,0.008192549468178961,51187091.20000002,204748364.8,0.1693320910394729,110692
0.05966103787432914,0.6827029547658041,0.33,0.01,0.33,0.01,8,2.2865277872265772,0.013245768642821728,180029819.2,77155636.80000001,0.0645632461242208,46500
0.06897855148548504,0.7897709045418195,0.97,0.01,0.01,0.01,16,1.3055383602661101,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,5035
0.05838449837132037,0.6680446832831635,0.01,0.01,0.01,0.97,4,3.3185954701716422,0.013245768642821728,180029819.2,77155636.80000001,0.004327239410512,20668
0.48120846753014984,5.175258455955348,0.33,0.33,0.01,0.33,16,1.3860203839879506,0.013245768642821728,51437091.20000002,205748364.8,0.0313162829733322,23904
0.058087673574948456,0.664655049033289,0.01,0.49,0.49,0.01,4,2.5367095627412835,0.003134028105931708,25343545.600000024,228091910.4,0.1675000317386044,97566
0.4772499993543773,5.133449350947876,0.01,0.49,0.01,0.49,10,1.5585383211127422,0.005067117552663319,2.827576572883572e-08,254685456.0,0.0,42955
0.06748979793635809,0.7726081120779486,0.01,0.97,0.01,0.01,4,2.4571589150146034,0.005067117552663319,2.827576572883572e-08,254685456.0,0.0,51043
0.020237175484541698,0.9072835468068364,0.49,0.01,0.49,0.01,16,1.3470622545904047,0.005067117552663319,25468545.600000024,229216910.4,0.1278141097117996,65844
0.16816161158661905,1.9214690761677369,0.01,0.49,0.49,0.01,6,2.1398828541937416,0.003134028105931708,68948276.22366858,184487179.77633145,0.2149175216668727,85303
0.4027401642323007,4.4427379499168635,0.01,0.01,0.97,0.01,13,1.4695712964930536,0.013245768642821728,39154241.518012255,218031214.4819877,0.3927212950403963,115160
0.057318702964298134,0.6558168107420517,0.01,0.01,0.49,0.49,4,2.625238712768817,0.0019384062174770912,50437091.20000002,201748364.8,0.1571046064974657,74905
0.06760517535952758,0.7739840741861521,0.01,0.97,0.01,0.01,7,2.0200064967906237,0.02141584712068372,86149595.74138299,172285860.258617,0.0222308465434715,54560
0.2507028623943169,3.065196752079684,0.33,0.33,0.01,0.33,6,2.3330850884121137,0.003134028105931708,122930912.51647884,130504543.48352116,0.0075557755199083,34859
0.020237175484541698,0.9072835468068364,0.49,0.01,0.49,0.01,15,1.5945723340089613,0.005067117552663319,127342728.0,127342728.0,0.2148899109991971,76133
0.07446761765012372,0.8532362688866691,0.01,0.49,0.49,0.01,3,3.322516590158384,0.003134028105931708,76030636.80000001,177404819.2,0.272321375892383,99142
0.06736949796017973,0.7712594877873151,0.01,0.33,0.33,0.33,4,2.6216720634624395,0.003134028105931708,50687091.20000002,202748364.8,0.075338850414804,70855
0.27442848392788255,3.1049631876274195,0.33,0.01,0.33,0.01,16,1.4847023780719415,0.003134028105931708,96936504.8358741,156498951.1641259,0.0512024674284709,68160
0.18188744890921005,2.07645037523653,0.01,0.01,0.01,0.97,2,6.073419125482565,0.003134028105931708,177404819.2,76030636.80000001,0.0072060114319967,14961
0.06793985125037051,0.7778552450647531,0.01,0.97,0.01,0.01,4,2.450112673088539,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,44019
0.33644479191078286,3.768492292304495,0.49,0.01,0.49,0.01,6,2.349233468281623,0.003134028105931708,126652827.98532896,126782628.01467104,0.2944268878219118,62869
0.05894539110353119,0.6744808326704668,0.49,0.49,0.01,0.01,16,1.745077430272771,0.003134028105931708,177404819.2,76030636.80000001,0.0367762542573278,29466
0.1833796727744066,2.0931181930820184,0.25,0.25,0.25,0.25,13,1.4921777257588102,0.013245768642821728,51437091.20000002,205748364.8,0.0389426940710272,70787
0.17974978886938167,2.052182819905043,0.01,0.01,0.49,0.49,3,3.1920360715792415,0.008192549468178961,51187091.20000002,204748364.8,0.207065610365388,68241
0.0754483152033341,0.8645441605750563,0.49,0.01,0.01,0.49,16,1.3877776426830113,0.008192549468178961,51187091.20000002,204748364.8,0.0046531531373532,22717
0.020237175484541698,0.9072835468068364,0.49,0.01,0.49,0.01,15,1.4174073041658468,0.013245768642821728,51437091.20000002,205748364.8,0.1320356365156993,67067
0.06692370253755946,0.7661343156760678,0.33,0.01,0.33,0.01,16,1.7380310202557718,0.02141584712068372,180904819.2,77530636.80000001,0.0684528441726885,52149
0.4791805879133371,5.1545044829112125,0.33,0.33,0.33,0.01,16,1.384271645436061,0.02141584712068372,51687091.20000002,206748364.8,0.4869291410578409,38951
0.4804813714353175,5.166982223581324,0.01,0.97,0.01,0.01,7,1.9338099932444415,0.005067117552663319,50937091.20000002,203748364.8,0.5071773882611146,24042
0.2503744806740805,3.0623749258925366,0.33,0.33,0.33,0.01,16,1.7415370175027225,0.008192549468178961,179154819.2,76780636.80000001,0.1483641369191743,60184
0.1823817770619842,2.0820069545977677,0.49,0.01,0.01,0.49,16,1.3055383602661101,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,26575
0.05770245333488155,0.6602244605238797,0.49,0.49,0.01,0.01,2,5.41993855158835,0.005067117552663319,135092422.41632524,119593033.58367476,0.0361649831942261,38102
0.25070020895490047,3.065174266668606,0.01,0.33,0.33,0.33,4,2.540276212047661,0.0019384062174770912,25218545.600000024,226966910.4,0.0562349341974871,67516
0.25070020895490047,3.065174266668606,0.01,0.33,0.33,0.33,2,6.0805524240953215,0.0019384062174770912,176529819.2,75655636.80000001,0.2000718207263829,30933
0.06416822100240485,0.7345384372415461,0.49,0.01,0.49,0.01,13,1.8757996855929333,0.003134028105931708,176521834.56410295,76913621.43589707,0.1398546129073419,69393
0.05785374134123173,0.6619544821776792,0.01,0.01,0.01,0.97,3,4.093760339319806,0.003134028105931708,177404819.2,76030636.80000001,0.003840649398196,23606
0.05760219889789085,0.6590413364830077,0.97,0.01,0.01,0.01,16,1.7415370175027225,0.008192549468178961,179154819.2,76780636.80000001,0.209979035639413,6554
0.4805968633406135,5.169489166772006,0.33,0.33,0.33,0.01,16,1.6413180554530602,0.003134028105931708,152061273.6,101374182.4,0.5397715837483736,32810
0.020237175484541698,0.9072835468068364,0.49,0.01,0.49,0.01,15,1.4210143884973017,0.005067117552663319,50937091.20000002,203748364.8,0.1343803678482439,66655
0.48211160555501364,5.186297055175328,0.97,0.01,0.01,0.01,16,1.3877776426830113,0.008192549468178961,51187091.20000002,204748364.8,0.3867872807017544,5848
0.48041098837508395,5.168115887396565,0.49,0.01,0.01,0.49,16,1.3488368050924822,0.003134028105931708,25343545.600000024,228091910.4,0.0055268877043175,19814
0.057866529668092956,0.6620722571364254,0.01,0.33,0.33,0.33,4,2.6216720634624395,0.003134028105931708,50687091.20000002,202748364.8,0.1031802005473406,65285
0.4817968624344591,5.184311040938018,0.01,0.97,0.01,0.01,2,4.474294973681214,0.008192549468178961,25593545.600000024,230341910.4,0.4743629243857836,28692
0.18226937054111986,2.0806277626819236,0.01,0.49,0.01,0.49,6,1.954468754658008,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,41186
0.0573520619266456,0.6561719172915429,0.01,0.33,0.33,0.33,2,6.066320923474256,0.005067117552663319,178279819.2,76405636.80000001,0.1681782646156029,72282
0.07446761765012372,0.8532362688866691,0.01,0.97,0.01,0.01,2,6.0805524240953215,0.0019384062174770912,176529819.2,75655636.80000001,0.0347917613568404,49428
0.058405064921586314,0.6682813495643182,0.01,0.33,0.33,0.33,3,3.093760339319807,0.003134028105931708,25343545.600000024,228091910.4,0.1021899633144012,62754
0.480138212430519,5.165738717581686,0.01,0.49,0.49,0.01,4,2.717994602433637,0.003134028105931708,76030636.80000001,177404819.2,0.5001825153747476,50401
0.05844498665796228,0.6687551223922295,0.49,0.01,0.01,0.49,2,6.0522284396221275,0.013245768642821728,180029819.2,77155636.80000001,0.0206089115008195,13413
0.1821813539039797,2.079420279490151,0.33,0.33,0.33,0.01,10,2.077174806040179,0.013245768642821728,180029819.2,77155636.80000001,0.1906452257122685,61778
0.48058833799904227,5.171678392410995,0.97,0.01,0.01,0.01,16,1.5537896217142206,0.02141584712068372,129217728.0,129217728.0,0.423633553463538,7508
0.4804468696155829,5.1676243609866095,0.01,0.49,0.49,0.01,2,6.073419125482565,0.003134028105931708,177404819.2,76030636.80000001,0.6133067647820254,58698
0.06851647300448425,0.7845037184587446,0.01,0.01,0.97,0.01,3,3.1920360715792415,0.008192549468178961,51187091.20000002,204748364.8,0.3188434121800378,139689
0.18299961031465947,2.0888137438386924,0.01,0.97,0.01,0.01,2,4.308267891248363,0.02141584712068372,2.869209936307016e-08,258435456.0,0.0,52103
0.4806530158221355,5.171698931060529,0.97,0.01,0.01,0.01,5,2.2891591075363458,0.013245768642821728,51437091.20000002,205748364.8,0.4248456924280622,7225
0.2507028623943169,3.065196752079684,0.33,0.33,0.01,0.33,16,1.74686075492596,0.0019384062174770912,176529819.2,75655636.80000001,0.0089011543202958,31286
0.06690456908070806,0.7659689978700375,0.01,0.01,0.97,0.01,4,2.707399259503418,0.013245768642821728,77155636.80000001,180029819.2,0.1399176303493786,131457
0.48183218758349966,5.182559005817101,0.33,0.33,0.33,0.01,16,1.3877776426830113,0.008192549468178961,51187091.20000002,204748364.8,0.4821785170392932,41936
0.48135008555092357,5.177805782624448,0.01,0.01,0.49,0.49,2,4.329355329308051,0.005067117552663319,2.827576572883572e-08,254685456.0,0.0,120336
0.18122237539945224,2.0685946724584836,0.01,0.49,0.49,0.01,4,2.6110767205322203,0.013245768642821728,51437091.20000002,205748364.8,0.1979260446025347,84396
0.05777614956021796,0.6610514706420669,0.01,0.97,0.01,0.01,3,2.9844872308224857,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,59862
0.18264501745174436,2.084841079418411,0.97,0.01,0.01,0.01,3,3.183187919663079,0.02141584712068372,51687091.20000002,206748364.8,0.2574720320587744,7337
0.18331278813958377,2.0923979738345033,0.33,0.33,0.33,0.01,16,1.3913180554530602,0.003134028105931708,50687091.20000002,202748364.8,0.0856874973935826,66705
0.29209302175762086,3.296540140991364,0.01,0.01,0.49,0.49,7,2.01201107356171,0.02141584712068372,83448147.10201392,174987308.89798608,0.0683129527620288,80681
0.06533284562723503,0.7478882037124278,0.33,0.33,0.01,0.33,6,2.425210501129751,0.013245768642821728,146538842.38789558,110646613.61210442,0.0113266237966591,32530
0.17980477937515846,2.052620491863958,0.01,0.97,0.01,0.01,10,1.7856896143768966,0.02141584712068372,107478596.67550868,150956859.32449132,0.0699276560859497,48210
0.05709223116741082,0.6531966334541398,0.01,0.01,0.97,0.01,9,1.6733424197182643,0.008192549468178961,25593545.600000024,230341910.4,0.2306133979015334,137752
0.05937425522285898,0.6793887022042836,0.01,0.97,0.01,0.01,4,2.450112673088539,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,42896
0.020168602557464527,0.906631506032,0.25,0.25,0.25,0.25,4,2.460708016018758,0.003134028105931708,2.8136987850757578e-08,253435456.0,0.0,71406
0.1834289925668205,2.093648975936157,0.49,0.49,0.01,0.01,16,1.3072956189611706,0.008192549468178961,2.8414543606913867e-08,255935456.0,0.0,26193
0.48157891222957894,5.180345441068654,0.33,0.33,0.33,0.01,16,1.3860203839879506,0.013245768642821728,51437091.20000002,205748364.8,0.4638129017433673,37866
0.05801882940064858,0.6638049819749995,0.25,0.25,0.25,0.25,4,2.540276212047661,0.0019384062174770912,25218545.600000024,226966910.4,0.0814783817886848,55813
0.01875894189307656,0.8931841637506964,0.01,0.49,0.01,0.49,4,2.4571589150146034,0.005067117552663319,2.827576572883572e-08,254685456.0,0.0,38188
0.17067472675257567,1.9495493265954191,0.01,0.33,0.33,0.33,5,2.38762739298057,0.008192549468178961,80341317.59713581,175594138.4028642,0.0817173934567926,70983
0.058226927539351866,0.6662113451851424,0.01,0.01,0.49,0.49,4,2.460708016018758,0.003134028105931708,2.8136987850757578e-08,253435456.0,0.0,99987
0.47789313195782146,5.142217526983078,0.25,0.25,0.25,0.25,16,1.3913180554530602,0.003134028105931708,50687091.20000002,202748364.8,0.0822195547700854,42015
0.06655113539015678,0.761889589569663,0.97,0.01,0.01,0.01,15,1.77959750751308,0.013245768642821728,180029819.2,77155636.80000001,0.0892265416632991,8420
0.18190093931486914,2.0766505169605507,0.01,0.33,0.33,0.33,13,1.4921777257588102,0.013245768642821728,51437091.20000002,205748364.8,0.0387762848340819,78811
0.1822657060333042,2.0806835536072206,0.49,0.01,0.49,0.01,15,1.4228312302630497,0.003134028105931708,50687091.20000002,202748364.8,0.1881298839974761,73375
0.06751983794318887,0.773023000744088,0.01,0.01,0.01,0.97,2,6.073419125482565,0.003134028105931708,177404819.2,76030636.80000001,0.0057695540452919,21430
0.18302132355226608,2.0890653036895515,0.33,0.33,0.01,0.33,15,1.77959750751308,0.013245768642821728,180029819.2,77155636.80000001,0.0145891017686871,37858
0.06782122645658141,0.7764548975690425,0.97,0.01,0.01,0.01,15,1.77959750751308,0.013245768642821728,180029819.2,77155636.80000001,0.1347832411987198,8311
0.18328163518982457,2.0922502793466995,0.33,0.33,0.01,0.33,16,1.6360203839879508,0.013245768642821728,154311273.6,102874182.4,0.012451313120091,36964
0.18234166870670973,2.081436375988153,0.01,0.01,0.49,0.49,3,3.0892818724759037,0.005067117552663319,25468545.600000024,229216910.4,0.1519696663279701,76694
0.06683919862098908,0.7651479526570149,0.33,0.33,0.01,0.33,16,1.3090614812291423,0.005067117552663319,2.827576572883572e-08,254685456.0,0.0,29953
0.47673352359483584,5.130608313056448,0.01,0.01,0.97,0.01,4,2.5226167427072843,0.02141584712068372,25843545.600000024,232591910.4,0.485820441980542,81214
0.075245198330163,0.8615971824121559,0.49,0.49,0.01,0.01,8,1.9399675126477427,0.005067117552663319,96070997.13353348,158614458.86646652,0.0076734138481837,41835
0.2507028623943169,3.065196752079684,0.33,0.01,0.33,0.01,2,5.6655149248164784,0.0019384062174770912,151311273.6,100874182.4,0.1605013652663091,54808
0.06809035850445944,0.7795026228305648,0.33,0.33,0.33,0.01,16,1.3488368050924822,0.003134028105931708,25343545.600000024,228091910.4,0.1650268448852887,67110
0.18132120102871654,2.069847271216821,0.25,0.25,0.25,0.25,13,1.403290168022792,0.02141584712068372,2.869209936307016e-08,258435456.0,0.0,68705
0.40486858806752646,4.462857723868245,0.97,0.01,0.01,0.01,16,1.4335404843678234,0.008192549468178961,75585313.4740279,180350142.5259721,0.2976392663043478,2900
0.0581385014055556,0.6652470034728089,0.49,0.01,0.01,0.49,15,1.77959750751308,0.013245768642821728,180029819.2,77155636.80000001,0.0083559349074664,19095
0.2573603855615948,2.9175046312219113,0.01,0.49,0.01,0.49,3,3.695295758272885,0.008192549468178961,138146506.4214578,117788949.5785422,0.0421621154510888,38468
0.058588740366778094,0.6704094021095397,0.49,0.01,0.49,0.01,4,2.721561251740015,0.0019384062174770912,75655636.80000001,176529819.2,0.2643537494469534,65853
0.1819594580662979,2.07724353367433,0.33,0.33,0.33,0.01,16,1.3895435049509828,0.005067117552663319,50937091.20000002,203748364.8,0.1664913642822612,56427
0.2507028623943169,3.065196752079684,0.33,0.01,0.33,0.01,16,1.7415370175027225,0.008192549468178961,179154819.2,76780636.80000001,0.0565037534881892,58341
0.25070020895490047,3.065174266668606,0.01,0.33,0.33,0.33,2,6.0805524240953215,0.0019384062174770912,176529819.2,75655636.80000001,0.1901486723571481,75933
0.1848004170767998,2.1091357740913526,0.01,0.49,0.01,0.49,4,3.3150979930678623,0.02141584712068372,180904819.2,77530636.80000001,0.0253904325463849,35783
0.18188501129199958,2.0763764941189584,0.49,0.01,0.01,0.49,16,1.3072956189611706,0.008192549468178961,2.8414543606913867e-08,255935456.0,0.0,19670
0.0754483152033341,0.8645441605750563,0.49,0.01,0.01,0.49,15,1.77959750751308,0.013245768642821728,180029819.2,77155636.80000001,0.0077019003557204,22793
0.058181419695944196,0.665712595845288,0.49,0.49,0.01,0.01,16,1.3055383602661101,0.013245768642821728,2.855332148499201e-08,257185456.0,0.0,28076
0.4793420675535572,5.15758137762015,0.49,0.49,0.01,0.01,16,1.3913180554530602,0.003134028105931708,50687091.20000002,202748364.8,0.4835923027484783,14824
